record - leader,record - leader 1,record - leader 2,record - leader 3,001,001 1,001 2,008,008 1,008 2,008 3,008 4,008 5,008 6,008 6 1,008 6 2,035,035 2 $ $ $,035 2 $ $ $ 1,035 2 $ $ $ 2,035 3 $ $ $,035 4 $ $ $,035 4 $ $ $ 1,035 4 $ $ $ 2 Language of cataloging varies,035 5 $ $ $,040,040 2,040 3,040 4,245,245 1,245 organization,245 2,245 Author,245 2 1,245 publisher,245 unkown number,245 3,260,260 1,260 2,260 2 1,260 2 1 1,260 2 location,260 location,260 2 unknwon,260 2 unknown,260 3,260 orgnization,260 4 time,260 time 1 1,260 time,260 5,260 5 1,260 e,260 6,260 6 1,260 6 2,260 7,260 7 2 redundant information,310 1,310 2,310 3,310 4,310 5,310 6,336,337,338,653,264,264 1,264 2,264 2 1 time,264 2 2,264 2 2 1,264 2 2 2 organization,264 2 2 3 time,264 3,264 3 1 time,264 3 2,264 3 2 1,264 3 2 2,264 3 2 3,264 3 2 3 1 time,264 3 2 3 1 time 2,264 3 2 3 2 location,264 3 2 4,264 3 2 5 time,264 4,264 4 1,264 4 1 1,264 4 1 1 2 time,264 4 1 2 location,264 4 2,264 4 2 2 organization,264 4 3,264 4 3 2 time,264 5,264 5 1,264 5 1 2 location,264 5 2 organization,264 5 3 time,264 6,264 7,996,998,650,710,246,246 1,246 2,246 3,246 4,246 5,246 6,246 7,246 8,246 9,246 10,246 11,246 12,500,775,775 1,775 2 start with t,775 3,775 4 start with t,775 5,775 6,775 7,775 8,022,247,321,580,546,521,900,300,490,700,041,773,981,711,856,110,901,692,250,525,600,983,505,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58
00726nas  2200229u  4500,726,nas,  2200229u  4500,9913619160101480,99136191,60101480,920901q19832004be ur|p||     0|||a|dut c,920901,q,1983,2004,be, ur|p||     0|||a|du, ur|p||     0|||a|,du,^$ $ $a(BeLVLBS)001361916LBS01-Aleph^$ $ $a4416017^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9913619160101471,a(BeLVLBS)001361916LBS01-Aleph^,a(BeLVLBS),001361916LBS01-Aleph,a4416017^,a(EXLNZ-32KUL_LIBIS_NETWORK)9913619160101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9913619160101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aWereldsolidariteit. Nieuwsbrief.,^$0$0$aWereldsolidariteit. Nieuwsbrief.,Wereldsolidariteit. Nieuwsbrief.,,,,,,,^$ $ $aBrussel$ $ $bWereldsolidariteit$ $ $c[1983]-[2004],^,aBrussel,aBrussel,aBrussel,aBrussel,Brussel,,,bWereldsolidariteit,Wereldsolidariteit,c[1983]-[2004],,[1983]-[2004],,,,,,,,,^,aUnknown,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.an,^$ $7$2KADOC$ $ $aC2$ $ $xReligieuze instituten$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $amissie$ $ $6(ODIS-TW)1319,^$2$ $aWereldsolidariteit$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00635nas  2200205u  4500,635,nas,  2200205u  4500,9913619240101480,99136192,40101480,920901q19811984be qr|p||     0|||a|dut c,920901,q,1981,1984,be, qr|p||     0|||a|du, qr|p||     0|||a|,du,^$ $ $a(BeLVLBS)001361924LBS01-Aleph^$ $ $a4416042^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9913619240101471,a(BeLVLBS)001361924LBS01-Aleph^,a(BeLVLBS),001361924LBS01-Aleph,a4416042^,a(EXLNZ-32KUL_LIBIS_NETWORK)9913619240101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9913619240101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aNCMV. Gewest Turnhout. Kontakt.,^$0$0$aNCMV. Gewest Turnhout. Kontakt.,NCMV. Gewest Turnhout. Kontakt.,,,,,,,^$ $ $aTurnhout$ $ $bNCMV. Gewest Turnhout$ $ $c[1981]-[1984],^,aTurnhout,aTurnhout,aTurnhout,aTurnhout,Turnhout,,,bNCMV. Gewest Turnhout,NCMV. Gewest Turnhout,c[1981]-[1984],,[1981]-[1984],,,,,,,,,^,aQuarterly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.an,,^$2$ $aNCMV. Gewest Turnhout$ $ $4oth,,,,,,,,,,,,,,^$ $ $aFrequentie varieert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00953nas  2200289u  4500,953,nas,  2200289u  4500,9913650710101480,99136507,10101480,920915d19812008be  r|p||     0|||a|dut c,920915,d,1981,2008,be,  r|p||     0|||a|du,  r|p||     0|||a|,du,^$ $ $a(BeLVLBS)001365071LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9913650710101471,a(BeLVLBS)001365071LBS01-Aleph^,a(BeLVLBS),001365071LBS01-Aleph,a(EXLNZ-32KUL_LIBIS_NETWORK)9913650710101471,,,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aSportimonium.$ $ $61223448,^$0$0$aSportimonium.,Sportimonium.,61223448,,61223448,,61223448,,,,,,,,Leuven,,,,Vlaamse volkssport centrale,,,[1992]2-[2008]3/41981-(1992)1,,,,,,,,,^,aQuarterly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c1981-2008^$ $1$aLeuven$ $ $bSportmuseum Vlaanderen$ $ $3(1992)2-(2008)3/4^$ $1$aLeuven$ $ $bVlaamse volkssport centrale$ $ $31981-(1992)1,,c1981-2008,c1981-2008,,,,,aLeuven$ $ $bSportmuseum Vlaanderen$ $ $3(1992)2-(2008)3/4,,Leuven$ $ $bSportmuseum Vlaanderen$ $ $3(1992)2-(2008)3/4,Leuven,bSportmuseum Vlaanderen,3(1992)2-(2008)3/4,c[1992]2-[2008]3/4,[1992]2-[2008]3/4,,,,aLeuven$ $ $bVlaamse volkssport centrale$ $ $31981-(1992)1,aLeuven,,,Leuven,bVlaamse volkssport centrale,Vlaamse volkssport centrale,c1981-(1992)1,1981-(1992)1,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202102$ $ $9local,,^$ $7$2KUL$ $ $a#BTAB:VH 493 Leuven^$ $7$2KADOC$ $ $aHOOFDTREFWOORD-00^$ $7$2SHARE$ $ $a#VCV tijdschrift ruil,,,,,,,,,,,,,,,^$ $ $aPublicatie stopgezet,,,,,,,,,,^$ $ $z0779-4959^$ $ $y0771-8545$ $ $2print,^$1$0$aNieuwsbrief van de Vlaamse volkssport centrale$ $ $g1(1981)-12(1992)1$ $ $61236816,,,,,,,,,,,^$ $ $aNZJOURN123,,,,,,,,,,,,,,,,,,,,,,,,,
01586nas  2200397u  4500,1586,nas,  2200397u  4500,9913652000101480,99136520,101480,920915q19851998be qr|p||     0|||a|dut c,920915,q,1985,1998,be, qr|p||     0|||a|du, qr|p||     0|||a|,du,^$ $ $a(BeLVLBS)001365200LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9913652000101471,a(BeLVLBS)001365200LBS01-Aleph^,a(BeLVLBS),001365200LBS01-Aleph,a(EXLNZ-32KUL_LIBIS_NETWORK)9913652000101471,,,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aAktief$ $ $66950514,^$0$0$aAktief,Aktief,66950514,,66950514,,66950514,,,,,,,,RoeselareRoeselare,,,,NAV Oost-Vlaanderen / NAV West-Vlaanderen / NAV NationaalNAV Oost-Vlaanderen / NAV West-Vlaanderen,,,[1996]-[1998]1993-1995[1992]-[1993],,,,,,,,,^,aQuarterly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c1985-[1998]^$ $1$aBrussel$ $ $bNAV Nationaal$ $ $31996-1998^$ $1$aRoeselare$ $ $bNAV Oost-Vlaanderen / NAV West-Vlaanderen / NAV Nationaal$ $ $31993-1995^$ $1$aRoeselare$ $ $bNAV Oost-Vlaanderen / NAV West-Vlaanderen$ $ $31992-1993^$ $1$aRoeselare$ $ $bNationaal Architectenverbond West-Vlaanderen$ $ $31990-1992^$ $1$aRoeselare$ $ $bNational Architektenverbond West-Vlaanderen$ $ $31985-1989,,c1985-[1998],c1985-[1998],,,,,aBrussel$ $ $bNAV Nationaal$ $ $31996-1998,,Brussel$ $ $bNAV Nationaal$ $ $31996-1998,Brussel,bNAV Nationaal,31996-1998,c[1996]-[1998],[1996]-[1998],,,,aRoeselare$ $ $bNAV Oost-Vlaanderen / NAV West-Vlaanderen / NAV Nationaal$ $ $31993-1995,aRoeselare,,,Roeselare,bNAV Oost-Vlaanderen / NAV West-Vlaanderen / NAV Nationaal,NAV Oost-Vlaanderen / NAV West-Vlaanderen / NAV Nationaal,c1993-1995,1993-1995,aRoeselare$ $ $bNAV Oost-Vlaanderen / NAV West-Vlaanderen$ $ $31992-1993,aRoeselare,Roeselare,NAV Oost-Vlaanderen / NAV West-Vlaanderen,[1992]-[1993],aRoeselare$ $ $bNationaal Architectenverbond West-Vlaanderen$ $ $31990-1992aRoeselare$ $ $bNational Architektenverbond West-Vlaanderen$ $ $31985-1989,aRoeselare$ $ $bNational Architektenverbond West-Vlaanderen$ $ $31985-1989,^$ $ $aKADOC$ $ $bphysical$ $ $c202002$ $ $9local,,^$ $7$2KUL$ $ $a#TS:WDEP^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aarchitectuur$ $ $6(ODIS-TW)187^$ $7$2KADOC$ $ $abouwindustrie$ $ $6(ODIS-TW)329,^$2$ $aNationaal Architecten Verbond West-Vlaanderen$ $ $4rpy^$2$ $aNationaal Architekten Verbond$ $ $4rpy,,,,,,,,,,,,,,^$ $ $aPeriodiciteit varieert,^$1$8$w(BeLVLBS)002024556LBS01-Aleph$ $ $tBouw en renovatie : vakblad voor de architect$ $ $4772,^$1$8$w(BeLVLBS)002024556LBS01-Aleph,tBouw en renovatie : vakblad voor de architect,4772,,,,,,^$ $ $a1372-5955,^$1$0$aNAV-Aktief$ $ $g1992-1993$ $ $613052679^$1$0$aA4 Aktief$ $ $g1990-1992^$1$0$aArchitecten informatie$ $ $g1990^$1$0$aNAV infoblad$ $ $g1985-1989,,^$ $ $aBijl. bij: Bouw en renovatie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00654nas  2200193u  4500,654,nas,  2200193u  4500,9913671390101480,99136713,90101480,920922q19821983be zr|p||     0|||a|fre c,920922,q,1982,1983,be, zr|p||     0|||a|fr, zr|p||     0|||a|,fr,^$ $ $a(BeLVLBS)001367139LBS01-Aleph^$ $ $a4445904^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9913671390101471,a(BeLVLBS)001367139LBS01-Aleph^,a(BeLVLBS),001367139LBS01-Aleph,a4445904^,a(EXLNZ-32KUL_LIBIS_NETWORK)9913671390101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9913671390101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aMAB-newsletter.,^$0$0$aMAB-newsletter.,MAB-newsletter.,,,,,,,^$ $ $aHasselt$ $ $bMAB. Centre de rencontre des mouvements d'animation de base$ $ $c[1982]-[1983],^,aHasselt,aHasselt,aHasselt,aHasselt,Hasselt,,,bMAB. Centre de rencontre des mouvements d'animation de base,MAB. Centre de rencontre des mouvements d'animation de base,c[1982]-[1983],,[1982]-[1983],,,,,,,,,^,aOther,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.an,,^$2$ $aMAB. Centre de rencontre des mouvements d'animation de base$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00861nas  2200241u  4500,861,nas,  2200241u  4500,9913687570101480,99136875,70101480,920928q19811996be br|p||     0|||a|dut c,920928,q,1981,1996,be, br|p||     0|||a|du, br|p||     0|||a|,du,^$ $ $a(BeLVLBS)001368757LBS01-Aleph^$ $ $a4454260^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9913687570101471,a(BeLVLBS)001368757LBS01-Aleph^,a(BeLVLBS),001368757LBS01-Aleph,a4454260^,a(EXLNZ-32KUL_LIBIS_NETWORK)9913687570101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9913687570101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aRabboeni-tivomi.,^$0$0$aRabboeni-tivomi.,Rabboeni-tivomi.,,,,,,,^$ $ $aStokkem$ $ $bs.n.$ $ $c[1981]-[1996],^,aStokkem,aStokkem,aStokkem,aStokkem,Stokkem,,,bs.n.,s.n.,c[1981]-[1996],,[1981]-[1996],,,,,,,,,^,aBimonthly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.an,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT),,,,,,,,,,,,,,,^$ $ $aEditie bisdom Hasselt,^$1$8$w(BeLVLBS)000995967LBS01-Aleph$ $ $tRabboeni : misdienaarswerking /$ $ $4780^$1$8$w(BeLVLBS)001021542LBS01-Aleph$ $ $tTivomi : driemaandelijks tijdschrift voor misdienaars$ $ $4780,^$1$8$w(BeLVLBS)000995967LBS01-Aleph,tRabboeni : misdienaarswerking /,4780^$1$8$w(BeLVLBS)001021542LBS01-Aleph,tTivomi : driemaandelijks tijdschrift voor misdienaars,4780,,,,,,,^$ $ $aSamensmelting van: Rabboeni en Tivomi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00573nas  2200193u  4500,573,nas,  2200193u  4500,9913695980101480,99136959,80101480,921001q19841987it ur|p||     0|||a|ita c,921001,q,1984,1987,it, ur|p||     0|||a|it, ur|p||     0|||a|,it,^$ $ $a(BeLVLBS)001369598LBS01-Aleph^$ $ $a4458737^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9913695980101471,a(BeLVLBS)001369598LBS01-Aleph^,a(BeLVLBS),001369598LBS01-Aleph,a4458737^,a(EXLNZ-32KUL_LIBIS_NETWORK)9913695980101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9913695980101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aMissioni.,^$0$0$aMissioni.,Missioni.,,,,,,,^$ $ $aCastellarano$ $ $bRiflessioni Rh$ $ $c[1984]-[1987],^,aCastellarano,aCastellarano,aCastellarano,aCastellarano,Castellarano,,,bRiflessioni Rh,Riflessioni Rh,c[1984]-[1987],,[1984]-[1987],,,,,,,,,^,aUnknown,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aBijlage van: Riflessioni Rh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00634nas  2200181u  4500,634,nas,  2200181u  4500,9913696680101480,99136966,80101480,921001q19811989fr mr|p||     0|||a|dut c,921001,q,1981,1989,fr, mr|p||     0|||a|du, mr|p||     0|||a|,du,^$ $ $a(BeLVLBS)001369668LBS01-Aleph^$ $ $a4459220^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9913696680101471,a(BeLVLBS)001369668LBS01-Aleph^,a(BeLVLBS),001369668LBS01-Aleph,a4459220^,a(EXLNZ-32KUL_LIBIS_NETWORK)9913696680101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9913696680101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,"^$0$0$aBrief van een missionaris$ $ $bMaandelijkse brief: Doel: ""Priesterhulp"" : ""Helpt wie door niemand geholpen wordt!"".",^$0$0$aBrief van een missionaris,Brief van een missionaris,"bMaandelijkse brief: Doel: ""Priesterhulp"" : ""Helpt wie door niemand geholpen wordt!"".","Maandelijkse brief: Doel: ""Priesterhulp"" : ""Helpt wie door niemand geholpen wordt!"".",,,,,^$ $ $aCitry-sur-Marne$ $ $bVandenberghe$ $ $c[1981]-[1989],^,aCitry-sur-Marne,aCitry-sur-Marne,aCitry-sur-Marne,aCitry-sur-Marne,Citry-sur-Marne,,,bVandenberghe,Vandenberghe,c[1981]-[1989],,[1981]-[1989],,,,,,,,,^,aMonthly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$1$ $aVandenberghe, Maurice$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,
00628nas  2200217u  4500,628,nas,  2200217u  4500,9913705410101480,99137054,10101480,921005d19841995be qr|p||     0|||a|dut c,921005,d,1984,1995,be, qr|p||     0|||a|du, qr|p||     0|||a|,du,^$ $ $a(BeLVLBS)001370541LBS01-Aleph^$ $ $a4463792^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9913705410101471,a(BeLVLBS)001370541LBS01-Aleph^,a(BeLVLBS),001370541LBS01-Aleph,a4463792^,a(EXLNZ-32KUL_LIBIS_NETWORK)9913705410101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9913705410101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aPluspunt.,^$0$0$aPluspunt.,Pluspunt.,,,,,,,^$ $ $aGent$ $ $bPluspunt$ $ $c[1984]-[1995],^,aGent,aGent,aGent,aGent,Gent,,,bPluspunt,Pluspunt,c[1984]-[1995],,[1984]-[1995],,,,,,,,,^,aQuarterly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.an,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$2$ $aPluspunt$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00750nas  2200241u  4500,750,nas,  2200241u  4500,9913706250101480,99137062,50101480,921005d19822007be qr|p||     0|||a|dut c,921005,d,1982,2007,be, qr|p||     0|||a|du, qr|p||     0|||a|,du,^$ $ $a(BeLVLBS)001370625LBS01-Aleph^$ $ $a4464188^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9913706250101471,a(BeLVLBS)001370625LBS01-Aleph^,a(BeLVLBS),001370625LBS01-Aleph,a4464188^,a(EXLNZ-32KUL_LIBIS_NETWORK)9913706250101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9913706250101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aSint-Paulus-info.$ $ $613086218,^$0$0$aSint-Paulus-info.,Sint-Paulus-info.,613086218,,613086218,,613086218,,^$ $ $aAntwerpen$ $ $bSint-Paulusvrienden$ $ $c1982-2007,^,aAntwerpen,aAntwerpen,aAntwerpen,aAntwerpen,Antwerpen,,,bSint-Paulusvrienden,Sint-Paulusvrienden,c1982-2007,,[1982]-[2007],,,,,,,,,^,aQuarterly,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c201507$ $ $9local,,^$ $7$2KUL$ $ $a#BIBC:02.43 ALAMIRE^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT),^$2$ $aSint-Paulusvrienden$ $ $4oth,,,,,,,,,,,,,,^$ $ $aPeriodiciteit varieert^$ $ $aTijdschrift is gestopt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00808nas  2200229u  4500,808,nas,  2200229u  4500,9913711580101480,99137115,80101480,921006q19821989be zr|p||     0|||a|dut c,921006,q,1982,1989,be, zr|p||     0|||a|du, zr|p||     0|||a|,du,^$ $ $a(BeLVLBS)001371158LBS01-Aleph^$ $ $a4467221^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9913711580101471,a(BeLVLBS)001371158LBS01-Aleph^,a(BeLVLBS),001371158LBS01-Aleph,a4467221^,a(EXLNZ-32KUL_LIBIS_NETWORK)9913711580101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9913711580101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aNaar de kern.$ $ $613053225,^$0$0$aNaar de kern.,Naar de kern.,613053225,,613053225,,613053225,,,,,,,,,,,,bMSC-kernwerking,,,c[1982]-[1989],,,,,,,,,^,aOther,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$aBree$ $ $bMSC-kernwerking$ $ $c1982-[1989],,aBree$ $ $bMSC-kernwerking$ $ $c1982-[1989],,Bree$ $ $bMSC-kernwerking$ $ $c1982-[1989],Bree,bMSC-kernwerking,c[1982]-[1989],,,,,,,,,,,,,,,,,,,,,,,,,,,,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.an,^$ $7$2UDC$ $ $a266 <05> Missies. Evangelisatie. Zending--Tijdschriften Missions. Evangelisation—Tijdschriften^$ $7$2UDC$ $ $a271.77*15$ $ $xMissionarissen van het H. Hart. J. Chevalier--(+1905),^$2$ $aMSC-kernwerking$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01037nas  2200265u  4500,1037,nas,  2200265u  4500,9913715200101480,99137152,101480,921008q19842012be fr|p||     0|||a|mul c,921008,q,1984,2012,be, fr|p||     0|||a|mu, fr|p||     0|||a|,mu,^$ $ $a(BeLVLBS)001371520LBS01-Aleph^$ $ $a4469874^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9913715200101471,a(BeLVLBS)001371520LBS01-Aleph^,a(BeLVLBS),001371520LBS01-Aleph,a4469874^,a(EXLNZ-32KUL_LIBIS_NETWORK)9913715200101471,a(EXLNZ-32KUL_LIBIS_NETWORK)9913715200101471,,,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,aBeLVLBS,bLanguage of cataloging varies,erda based,^$0$0$aDeus lo vult : bulletin.,^$0$0$aDeus lo vult : bulletin.,Deus lo vult : bulletin.,,,,,,,,,,,,,,,,,,,,[1984]-[2012],,,,,,,,,^,aSemiannual,,,,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $6$aPeriodicals,^$ $1$c[1984]-[2012]^$ $1$aBrussel$ $ $bBelgische vereniging van de ridders van de orde van het Heilig Graf$ $ $3[1984]-[2012],,c[1984]-[2012],c[1984]-[2012],,,,,aBrussel$ $ $bBelgische vereniging van de ridders van de orde van het Heilig Graf$ $ $3[1984]-[2012],,Brussel$ $ $bBelgische vereniging van de ridders van de orde van het Heilig Graf$ $ $3[1984]-[2012],Brussel,bBelgische vereniging van de ridders van de orde van het Heilig Graf,3[1984]-[2012],c[1984]-[2012],[1984]-[2012],,,,,,,,,,,,,,,,,,,,^$ $ $aKADOC$ $ $bphysical$ $ $c202012$ $ $9local,,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT),^$2$ $aBelgische vereniging van de ridders van de orde van het Heilig Graf$ $ $4oth^$2$ $aAssociation des chevaliers belges de l'ordre equestre du Saint-Sépulcre de Jérusalem$ $ $4oth^$2$ $aOrdo equestris Sancti Sepulcri Hierosolymitani$ $ $4oth,,,,,,,,,,,,,,,^$1$8$w(BeLVLBS)002414105LBS01-Aleph$ $ $tDeus lo vult : maandblad$ $ $477700,^$1$8$w(BeLVLBS)002414105LBS01-Aleph,tDeus lo vult : maandblad,477700,,,,,,,,,,,,,,,,^$ $ $adut$ $ $afre,,,,,,,,,,,,,,,,,,,,,,,,,,,
